label;sentence
0;Das ehemalige Restaurant Alsterpark, Brombeerweg 12c, direkt an der Alster, steht seit fast einem Jahr leer. 
0;Dieses Haus wäre ein geeigneter Ort für ein Repair-Cafe und auch Treffpunkt, um weitere klimafreundliche Aktivitäten anzustoßen.
0;Die Stadt könnte dort auch eine Beratungsstelle für neue Ideen einrichten. Fuhlsbüttler Klimacamp
0;Infrastruktur schaffen für Standup-paddling: Am Stadtparksee, Stichkanal, neben der Maurienbrücke oder anderen Einsetzstellen sollten Schließfächer und eine Luftpumpe installiert werden, um die autofreie Anreise zu ermöglichen. - gez. Stadtteilrat Barmbek-Nord
0;Es sollten an geeigneten Standpunkten PopUp-Kulturflächen versucht werden. Also temporäre kleine Austellungen, Lesungen, u.v.m. - gez. Stadtteilrat Barmbek-Nord
0;Vorteile für z.B. vegane und vegetarische Restaurants und Cafés, Second Hand Shops, (Die Bergmanns, BaoBao, Erdkorn, Soul Café usw.). 
0;Denkbar wären kostenlose Werbeflächen, längere Öffnungszeiten, Lieferparkplätze, Erlassung der Marktgebühr...). 
0;Auf den Parkplätzen z.B. vor BaoBao oder der Schramme stehen Autos einfach nur rum. Es wäre schön, wenn man hier jeweils 2 bis 3 Parkplätze abschaffen und dafür mehr Tische und Stühle mach draisem stellen könnte. 
0;Immerhin haben die Restaurants und Cafés in den letzten 1,5 Jahren viele Einbußen hinnehmen müssen. In München sind schon viele Parkplätze zugunsten von Kommissionsflächen abgesperrt worden und es verändert das Stadtbild sehr zum Guten. 
0;Manche kennen noch die autofreien Sonntage aus den 70erJahren des letzten Jahrhunderts, anlässlich der damaligen Ölkrise.
0;Es wäre doch schön, wenn es mal wieder ein paar Mal im Jahr einen autofreien Tag gäbe (z.B. Erdkampsweg,die Strasse, die alles in Fuhlsbüttel zerschneidet), 
0;Es könnte mal geschnuppert werden, was es an Lebensqualität bringt, wenn die Autos mal nicht so zentral die Strassen bestimmen.Es gutes Lehr- und Lernstück.Das Fuhlsbüttler Klimacamp
0;Selbermachen von:Putzmitteln, Kosmetika, Kochen, Wildkräuter
0;Das wolltet ihr doch auch gegen nen Glaskasten wegbaggern, ist ganz nett dort. Gleich um die Ecke. 
0;vor dem Plattenladen eine feste Bühne einrichten, ähnlich dem Spielbudenplatz. 
0;Nutzung durch Straßenmusiker und Kleinkunst zulassen. 
0;1x im Jahr ein Festival wie auf der Fleetinsel.
0;im Viertel sind bis auf paar Neubauten aus der Nachkriegszeit alle Gebäude im Sandstein errichtet. 
0;Die Legende, nur Backstein sei urig Deutsch, mindestens volkstümlich genug, kursiert seit Fritz Schuhmacher.
0;Wirkt das Viertel wegen seiner Backsteinen deswegen befremdlich und weniger sehenswert?Es ist Zeit, die Backsteinlegende durch andere positiven Beispiele zu widersprechen und eine neue Affinität zum Sandstein zu entwickeln. 
0;Am Besten von allen Hamburger Stadtteilen kann man Diese im Gertrudenviertel ausleben.
0;Wir könnten eine Ausstellung über das Leben in den 50er Jahren anbieten. Gebaut wird ein sehr spezieller Bungalow aus der Zeit mit einem mittig abgeflachtem Dach, angeschrägten Wänden und nach aussen ausgestellten Fenstern. 
0;Ein Modell liegt vor (120x40cm). Dieser kann auch von Auszubildenden im Rahmen der Jugendarbeit mit aufgebaut werden. Kosten inkl. kompletter Einrichtung ca. 7.000 Euro (Holzständerwerk). 
0;Solche Ausstellung sind für Jung und Alt interessant, Telefon, Fernseher, Musik, der erste mp3 player. Reisen, Einkaufen, die Rolle der Frau. Alles Themen die interessant rübergebracht werden könnten. 
0;Bands, Modenschauen und Buffett könnten das Ganze begleiten. Kann gern organisiert werden. Organisation vom Verein Petticoat &amp
0;Die häßliche große Fassade an der SW Seite sollte man durch Street Art verschönern. 
0;Orte drinnen und draußen für Kreativität, für Projekte: Musizieren,  Theater, Kunst, was auch Kindern und Jugendlichen zugute kommt. 
0;Idee: Schülerinnen und Schüler der am nächsten gelegenen Schule aktiv mitplanen und gestalten lassen. Kinder haben oft originellere und brauchbarere Ideen als  Erwachsene  
0;Hamburg steht im Wandel. Im Hinblick auf unsere Zukunft und die Lebensqualität der Innenstadt, liegt es in unserer Händen das zukünftige Stadtbild zu gestalten. 
0;Gleichzeitig sollte ein Teil des Platzes genutzt werden um einen großen Calisthenics Bereich und/oder Outdoor-Fitness-Anlage zu schaffen.So schafft man aus der großen Fläche einen Raum, bei dem jung und alt gemeinsam körperlich aktiv werden können, ganz im Sinne unserer Active City Hamburg.Ein Platz bei dem Eltern ihre Kinder spielen lassen und gleichzeitig Sport treiben können stößt sicherlich bei vielen Anwohnern auf Zustimmung. 
0;Ein angenehmer großräumiger Platz mit einer guten Kombination aus Grün, Gründerzeitbauten und postmodernen Gebäude wie die neue Mensa.
0;an sich als historischer Kreisplatz schön angedeutet, insgesamt durch fehlen der rundungsbetonten Randbebauung (außer Beyer-Bau) aber nicht gut gefaßt. definitiv zu langweilige Flächengestaltung (graues Betonpflaster) Für einen Platz dieser Fläche ist die Aufenthaltsfunktion völig unterrepräsentiert (keine Gemütlichkeit, keine Belebung als Nutzungsfläche) ein Platz den man normalerweise nicht als Platz sondern als weite Fläche wahrnimmt, weil man ihn als Verkehrsteinehmer (Fuß,Rad Auto) einfach nur schnell queren möchte
0;Neben der Bebeaung mit Gebäuden wäre die Ausfstellung von Kunst und 
0;Gestalten der Wände der Unterführung mit Kunst / Malerei / Grafitti. Mehr Sitzmöglichkeiten und grüne Oasen schaffen
0;Hinter dem Potthoff-Bau könnte man einige Kunstinstallationen aufstellen, um Künstlern die Möglichkeit zu geben, sich zu entfalten.
0;Kreativen Gestaltungsort schaffen (Streetart).
0;Möglicherweise wäre ein Kunstwerk an diesem Ort schon hilfreich um den Platz zu verbessern.
0;Aufwertung der versiegelten Flächen in kleine Zonen. Info-Tafeln für aktuelle Angebote aus der TU - UND aus dem vielfältigen Kulturangebot der Stadt DD = das kann eine TU-Aufgabe werden
0; Möglichst nach am Platzzentrum eine Kunstinstallation, Skulptur oder Brunnen/Wasserspiel um einen neuen Fokus zu schaffen.
0; vielleicht ein Kunstwerk was auf die Hochschule und das studentische Leben an ihr hinweist
0;Der Platz sollte als zentraler Eingangsbereich zur Universität dienen und architektonisch anspruchsvolle Gebäude die moderne Architketur wiederspiegeln beinhalten und nicht langweilige kastenbauarchitektur wie sie überall zu sehen ist. Vielmehr ist hier die Chance einen Eingangsbereich für eine moderne Elite-Uni zu schaffen.
0;Verbindung von Kunst, wissen und Architektur, d.h. Kreative Ideen, Knowledge und Inmovstionen aus der Uni nutzen und ein Aufsteigerstz gestalten. Dabei Klare Linie, innovative Materialen und 
0;Der Einsatz von Farbe (in dezenten Tönen), der schon mal zeigt, dass man sich nicht mehr auf einem normalen Fußweg befindet oder der Einsatz optischer Grenzen von Linien auf dem Boden, Bänke oder eine Reihen von Bäumen, die dem Platz an manchen Stellen das Gefühl von Abgeschlossenheit gibt. Zudem könnte eine Statue oder ein schmales Kunstwerk/Skulptur dem Platz noch etwas mehr Charakter geben.
0;das ehemals Saxonia-Systems-Haus ist außen historisch saniert und passt gut
0;städtebaulicher Mix - Hochhaus, DDR-Mensa, Backstein-TU-Bauten, Gründerzeitgebäude
0;Die Gebäude sind eine Mischung der Baustile der Geschichte und der Moderne. Gut gelöst.
0;das architektonische Grundkonzept der Gründerjahre wäre besser gewesen, wurde aber nicht in Gänze realisiert
0;Eine große Mischung von Gebäude von Gründerzeit bis 21. Jahrhundert. Sehr bunt aber kein Zusammenhang miteinander.
0;Die wirklich historischen Gebäude sind lange weg und werden nicht wiederkommen. Moderner Campus wäre erstrebenswert.
0;Der historische Bau steht leider völlig verloren da, dort würde sich eine urbane Stadtarchitektur (keine Kuban) sehr gut einfügen.
0;Das Zusammenspiel zwischen alten historischen Gebäuden auf der einen Seite zu den modernisierten Neubauten gefällt und passt zum Umfeld.
0; Kulturdenkmal, Standort für eScooter
0;Das Ensemble ist heterogen und unstimmig, da aus verschiedenen Epochen. Schlussendlich muss zwischen den Gebäuden kein Zusammenhang hergestellt Werden
0;Ich mag das historischen Gebäude neben HSZ (in Sanierung) weil es steht dort als eine Vernetzung zu den Gebäude in unterschiedlichen Baujahre. Die Verbindung zu unterschiedlichen Zeiten sind echt attraktiv.
0;Beyer-Bau: historisches Gebäude, sehr passend zum Fritz-Foerster-Platz
0;Insbesondere die neuen, schmucklosen Gebäude mit ihren eintönigen Fassaden lassen den Platz kalt und unnahbar wirken. Ältere Gebäude (Bauzeit vor dem zweiten Weltkrieg) erzählen eine Geschichte und beeinflussen den Platz positiv.
